Wall time,Step,Value
1715690416.6672664,200,50.0
1715690424.2364864,400,50.0
1715690432.3196473,600,50.0
1715690440.8321908,800,50.0
1715690448.855856,1000,50.0
1715690456.8841367,1200,50.0
1715690464.9156168,1400,50.0
1715690472.948811,1600,50.0
1715690479.9757073,1756,48.77777862548828
1715690487.0062878,1909,47.724998474121094
1715690493.1903365,2064,46.90909194946289
1715690498.326259,2215,46.14583206176758
1715690505.5598788,2415,46.44230651855469
1715690510.9744482,2567,45.83928680419922
1715690518.3890686,2767,46.11666488647461
1715690525.584657,2920,45.625
1715690532.6103194,3073,45.19117736816406
1715690540.6405625,3273,45.45833206176758
1715690548.666002,3473,45.69736862182617
1715690554.456359,3632,45.400001525878906
1715690560.2210891,3785,45.05952453613281
1715690565.8402677,3937,44.7386360168457
1715690573.568741,4089,44.44565200805664
1715690580.593673,4242,44.1875
1715690588.624391,4442,44.41999816894531
1715690595.220105,4599,43.9900016784668
1715690599.2391627,4711,43.11000061035156
1715690604.598974,4817,42.16999816894531
1715690612.6276228,5017,42.16999816894531
1715690618.6561065,5123,41.22999954223633
1715690624.6796606,5249,40.4900016784668
1715690630.7894933,5358,39.58000183105469
1715690637.816133,5513,39.130001068115234
1715690643.842708,5628,38.720001220703125
1715690648.8643923,5723,38.13999938964844
1715690653.8891041,5816,37.52000045776367
1715690661.9281728,6016,38.0099983215332
1715690667.957941,6129,37.13999938964844
1715690674.4453862,6287,37.20000076293945
1715690679.504134,6438,36.709999084472656
1715690685.202664,6591,36.709999084472656
1715690688.205217,6667,35.939998626708984
1715690692.2393582,6773,35.0
1715690699.5158193,6970,34.970001220703125
1715690707.1122992,7131,34.9900016784668
1715690714.1432915,7286,35.0099983215332
1715690721.1761727,7446,35.09000015258789
1715690727.2025826,7566,34.77000045776367
1715690732.2260587,7627,33.849998474121094
1715690736.2507334,7653,32.11000061035156
1715690743.280343,7808,32.09000015258789
1715690751.3141298,8008,32.970001220703125
1715690758.3476882,8170,33.529998779296875
1715690765.3779356,8327,33.099998474121094
1715690772.4085252,8488,33.650001525878906
1715690778.4362974,8599,33.5
1715690784.4660025,8704,33.459999084472656
1715690791.4960816,8863,33.5
1715690798.5254037,9031,34.029998779296875
1715690802.5525348,9063,33.400001525878906
1715690808.5801773,9189,33.72999954223633
1715690815.6097493,9344,33.279998779296875
1715690820.6393414,9429,33.0
1715690826.6688862,9538,32.5099983215332
1715690830.6921942,9589,31.510000228881836
1715690838.7246451,9789,31.979999542236328
1715690844.7525012,9919,32.52000045776367
